att1,att2,att3,att4,class
0.328853,0.895148,0.935209,0.827583,0
0.82375,0.322116,0.829524,0.21894,1
0.206669,0.567522,0.534887,0.979472,0
0.231859,0.097164,0.81998,0.96853,1
0.027017,0.59825,0.0666,0.043974,0
0.564498,0.219858,0.940599,0.396498,1
0.552208,0.686612,0.406656,0.640911,0
0.606978,0.237478,0.286628,0.905444,1
0.113567,0.236704,0.619059,0.275104,0
0.64578,0.338385,0.937113,0.352254,1
0.040996,0.230522,0.070515,0.094557,0
0.968626,0.468649,0.064697,0.200828,1
0.328596,0.55462,0.10934,0.60294,0
0.953774,0.425673,0.011158,0.748356,1
0.246454,0.319781,0.718351,0.476317,0
0.379207,0.313914,0.387563,0.164705,1
0.021275,0.485859,0.45922,0.412355,0
0.896568,0.465127,0.68623,0.743172,1
0.703061,0.970518,0.900687,0.6241,0
0.929951,0.463241,0.022391,0.120594,1
0.124728,0.830962,0.466709,0.779617,0
0.523891,0.184698,0.321064,0.906582,1
0.536231,0.746026,0.187662,0.376279,0
0.299048,0.103801,0.774647,0.997713,1
0.415368,0.827599,0.158688,0.23892,0
0.555761,0.065172,0.256657,0.202857,1
0.860791,0.785356,0.076513,0.079289,0
0.693049,0.441456,0.616765,0.281057,1
0.26772,0.376861,0.633895,0.449183,0
0.806861,0.561111,0.190743,0.709334,1
0.457631,0.501705,0.781686,0.767708,0
0.396731,0.256704,0.41936,0.077741,1
0.294107,0.882954,0.775386,0.780123,0
0.605068,0.337699,0.601538,0.902536,1
0.323375,0.926689,0.296086,0.784946,0
0.344827,0.282264,0.515869,0.179215,1
0.87792,0.912589,0.359607,0.195748,0
0.601438,0.47223,0.679791,0.993974,1
0.610528,0.587692,0.695328,0.689708,0
0.625371,0.453495,0.98194,0.369776,1
0.663563,0.838911,0.240515,0.621815,0
0.436206,0.039419,0.478765,0.524332,1
0.138631,0.704149,0.211319,0.327704,0
0.791211,0.080678,0.585863,0.190859,1
0.456792,0.716998,0.204359,0.807506,0
0.881377,0.553077,0.257226,0.270753,1
0.075637,0.756105,0.356693,0.844263,0
0.680164,0.472377,0.889149,0.352758,1
0.238839,0.786436,0.659782,0.325737,0
0.848455,0.672851,0.554553,0.398824,1
0.191933,0.801035,0.439735,0.862279,0
0.829921,0.180232,0.789928,0.221193,1
0.56631,0.641251,0.197158,0.904789,0
0.840527,0.643071,0.688649,0.383276,1
0.850329,0.951162,0.674341,0.707167,0
0.761807,0.650905,0.719809,0.11782,1
0.044807,0.071674,0.276666,0.902604,0
0.833285,0.612065,0.51982,0.220668,1
0.343206,0.362486,0.908541,0.707227,0
0.954618,0.703872,0.415095,0.961083,1
0.021343,0.51457,0.51604,0.178248,0
0.951908,0.016454,0.800289,0.322047,1
0.927925,0.875464,0.382673,0.649241,0
0.879297,0.057803,0.819102,0.997106,1
0.463628,0.684856,0.145963,0.5477,0
0.574984,0.259927,0.574506,0.444384,1
0.185917,0.723783,0.215858,0.552773,0
0.09386,0.021808,0.822279,0.229239,1
0.052817,0.164185,0.611034,0.592575,0
0.622357,0.064675,0.286268,0.845361,1
0.876605,0.772087,0.218993,0.793403,0
0.967501,0.244651,0.350805,0.331791,1
0.060212,0.94502,0.950388,0.240866,0
0.981856,0.520195,0.95787,0.894982,1
0.179785,0.738208,0.810054,0.597486,0
0.690001,0.40475,0.599306,0.370636,1
0.032707,0.177141,0.540896,0.759775,0
0.641047,0.104318,0.636623,0.250839,1
0.086448,0.286707,0.00991,0.207763,0
0.402456,0.061992,0.149009,0.132674,1
0.947104,0.937563,0.64793,0.304825,0
0.857691,0.459448,0.99744,0.160679,1
0.198887,0.587691,0.561027,0.747225,0
0.300288,0.226665,0.538881,0.879563,1
0.131723,0.533262,0.360648,0.715103,0
0.605524,0.081134,0.177603,0.89755,1
0.133513,0.153182,0.794665,0.332411,0
0.795424,0.541203,0.146195,0.121823,1
0.099897,0.509798,0.580369,0.353441,0
0.800565,0.633479,0.151498,0.067992,1
0.508345,0.527894,0.830669,0.258552,0
0.509701,0.008645,0.863798,0.221907,1
0.147485,0.378471,0.853095,0.243076,0
0.516279,0.341708,0.292504,0.574617,1
0.070046,0.90019,0.395621,0.619115,0
0.965096,0.241578,0.04808,0.348409,1
0.342974,0.940565,0.672928,0.311088,0
0.319146,0.000457,0.617788,0.609974,1
0.401545,0.558972,0.598552,0.502369,0
0.332173,0.102609,0.34678,0.161211,1
0.546454,0.921236,0.939207,0.783061,0
0.988236,0.471061,0.375794,0.426512,1
0.163744,0.518703,0.129561,0.92708,0
0.694085,0.620549,0.515092,0.721002,1
0.296885,0.959564,0.420515,0.047699,0
0.957903,0.382602,0.22719,0.975696,1
0.009539,0.068657,0.106896,0.398486,0
0.749967,0.591412,0.133298,0.444121,1
0.135633,0.794194,0.956601,0.974263,0
0.392062,0.162424,0.229857,0.751234,1
0.460222,0.580137,0.079287,0.820556,0
0.453541,0.368638,0.490795,0.827374,1
0.520424,0.923971,0.095359,0.116147,0
0.542524,0.492251,0.643238,0.854059,1
0.379884,0.983935,0.38073,0.452485,0
0.666709,0.096059,0.255587,0.455032,1
0.054843,0.408629,0.599197,0.479838,0
0.838928,0.028933,0.79657,0.251607,1
0.296074,0.436771,0.275464,0.428433,0
0.59283,0.273227,0.842276,0.506643,1
0.208138,0.30278,0.999126,0.581273,0
0.397483,0.334318,0.712258,0.145424,1
0.08491,0.39227,0.287588,0.145086,0
0.554771,0.184895,0.825831,0.846382,1
0.080929,0.839808,0.8101,0.705202,0
0.953,0.807981,0.725521,0.584373,1
0.357507,0.605843,0.387866,0.60307,0
0.782863,0.554172,0.413839,0.261469,1
0.317482,0.527514,0.168649,0.908514,0
0.986966,0.159003,0.218947,0.05731,1
0.761752,0.925712,0.286926,0.312533,0
0.641567,0.250214,0.154182,0.202339,1
0.382876,0.998601,0.384015,0.739783,0
0.533175,0.147989,0.895733,0.902219,1
0.778512,0.864126,0.614933,0.894844,0
0.369126,0.286598,0.024896,0.08785,1
0.868546,0.874995,0.074964,0.561792,0
0.701115,0.305783,0.971794,0.83756,1
0.2049,0.770379,0.84823,0.352854,0
0.583144,0.195909,0.35,0.1015,1
0.302664,0.819043,0.408301,0.243163,0
0.892699,0.346929,0.068354,0.791274,1
0.539299,0.6723,0.513051,0.411302,0
0.165514,0.033492,0.939355,0.912087,1
0.726909,0.941301,0.759948,0.601027,0
0.856863,0.516962,0.299398,0.078737,1
0.126602,0.684229,0.408211,0.597563,0
0.897442,0.757667,0.988016,0.260098,1
0.068586,0.373054,0.62284,0.453632,0
0.236432,0.115321,0.603154,0.792136,1
0.230654,0.799035,0.691017,0.16891,0
0.92942,0.490035,0.735629,0.42536,1
0.92999,0.842875,0.053459,0.834045,0
0.148693,0.045889,0.43687,0.206685,1
0.696543,0.699127,0.839149,0.011785,0
0.957637,0.301886,0.008729,0.278534,1
0.554206,0.845241,0.795496,0.039383,0
0.516744,0.309615,0.43279,0.904177,1
0.079485,0.530307,0.767439,0.65491,0
0.339211,0.214886,0.595668,0.448551,1
0.559293,0.901743,0.691135,0.120261,0
0.183232,0.173158,0.944446,0.373407,1
0.188652,0.593343,0.39006,0.663321,0
0.11049,0.075592,0.84378,0.250677,1
0.733862,0.982965,0.358464,0.231911,0
0.784927,0.136649,0.107075,0.398339,1
0.663402,0.671307,0.440401,0.402833,0
0.977482,0.101633,0.213551,0.353125,1
0.00821,0.32923,0.212222,0.68901,0
0.317731,0.026189,0.886529,0.783558,1
0.24329,0.967054,0.961519,0.161537,0
0.666101,0.278117,0.147789,0.768852,1
0.721829,0.880702,0.216633,0.772254,0
0.362034,0.273725,0.044671,0.461684,1
0.353387,0.462882,0.846772,0.465947,0
0.426989,0.328019,0.08435,0.056424,1
0.526564,0.77671,0.561228,0.650005,0
0.519817,0.16677,0.160639,0.637025,1
0.939156,0.928619,0.781655,0.630607,0
0.786559,0.323737,0.590509,0.742419,1
0.083767,0.860468,0.9409,0.540336,0
0.3441,0.076918,0.577957,0.071141,1
0.222794,0.977144,0.266288,0.708719,0
0.809852,0.699153,0.941252,0.641273,1
0.172147,0.879643,0.791905,0.626036,0
0.225801,0.121953,0.04141,0.103873,1
0.084719,0.180906,0.392334,0.701956,0
0.951301,0.217091,0.442003,0.062311,1
0.13173,0.997059,0.480303,0.016031,0
0.931883,0.637964,0.19628,0.950742,1
0.657412,0.761307,0.242485,0.252323,0
0.386166,0.022375,0.100124,0.639448,1
0.402492,0.604353,0.21909,0.294244,0
0.303492,0.063725,0.705054,0.445124,1
0.204501,0.959285,0.584023,0.512928,0
0.600063,0.507338,0.407309,0.928247,1
0.118359,0.607638,0.144326,0.94349,0
0.479014,0.199536,0.569665,0.173116,1
0.222927,0.895067,0.613676,0.783895,0
0.9867,0.301037,0.70291,0.632657,1
0.027099,0.409646,0.026944,0.161448,0
0.456945,0.353394,0.183565,0.184016,1
0.251241,0.748932,0.474208,0.171509,0
0.816382,0.576992,0.766958,0.520144,1
0.020327,0.437627,0.856814,0.942052,0
0.403289,0.124608,0.154015,0.360513,1
0.089396,0.709771,0.559973,0.568768,0
0.234043,0.088663,0.555727,0.662632,1
0.153538,0.698386,0.480163,0.32272,0
0.758816,0.287817,0.619571,0.419669,1
0.107913,0.166462,0.715954,0.488086,0
0.858662,0.398331,0.092798,0.530171,1
0.527375,0.784364,0.94748,0.963246,0
0.651879,0.210582,0.502844,0.164014,1
0.837492,0.844259,0.8917,0.452123,0
0.652012,0.31562,0.521872,0.986579,1
0.662986,0.617694,0.138829,0.65612,0
0.762091,0.527301,0.639795,0.584679,1
0.289768,0.359827,0.359825,0.050302,0
0.853869,0.632433,0.044091,0.526244,1
0.47411,0.601382,0.831725,0.816977,0
0.761801,0.372682,0.050159,0.311343,1
0.382744,0.619358,0.857361,0.116672,0
0.676146,0.41114,0.899306,0.593145,1
0.410739,0.894605,0.554148,0.766321,0
0.701604,0.427267,0.83785,0.426631,1
0.275343,0.503877,0.233085,0.147165,0
0.647251,0.083627,0.608657,0.784114,1
0.453017,0.930693,0.932023,0.554574,0
0.549754,0.499072,0.270157,0.296729,1
0.280217,0.476616,0.93233,0.749585,0
0.91553,0.758291,0.322617,0.8921,1
0.151486,0.184748,0.126035,0.115628,0
0.561615,0.336823,0.532648,0.347284,1
0.66915,0.672885,0.739975,0.007073,0
0.731169,0.332259,0.388816,0.756911,1
0.211861,0.322208,0.149799,0.260722,0
0.562221,0.412346,0.564216,0.293602,1
0.157833,0.456554,0.725986,0.97193,0
0.379051,0.067318,0.607254,0.17863,1
0.47832,0.5916,0.339592,0.871718,0
0.939808,0.25713,0.914233,0.414606,1
0.0568,0.834151,0.481033,0.048682,0
0.603499,0.102172,0.23208,0.101448,1
0.083792,0.704155,0.140081,0.231332,0
0.806638,0.344391,0.062599,0.859098,1
0.597822,0.812111,0.935612,0.390919,0
0.657666,0.568613,0.439639,0.872953,1
0.431741,0.701795,0.179576,0.685112,0
0.095806,0.056715,0.396134,0.265583,1
0.250634,0.96033,0.454015,0.76441,0
0.471032,0.379364,0.276886,0.715545,1
0.867553,0.821897,0.506507,0.140692,0
0.339488,0.250919,0.976399,0.307717,1
0.238401,0.790497,0.086005,0.339394,0
0.743159,0.383143,0.518479,0.040775,1
0.211622,0.933588,0.202855,0.438146,0
0.774953,0.048729,0.723542,0.777496,1
0.597864,0.874774,0.090402,0.905536,0
0.498226,0.358802,0.469408,0.367834,1
0.091035,0.953207,0.542349,0.806437,0
0.351085,0.260878,0.400447,0.02438,1
0.099118,0.125047,0.313338,0.476037,0
0.9105,0.148723,0.672985,0.243614,1
0.247797,0.904651,0.642789,0.214722,0
0.637766,0.26249,0.216557,0.937924,1
0.123648,0.387432,0.014426,0.742021,0
0.928801,0.145285,0.499446,0.175565,1
0.47542,0.644327,0.314194,0.573123,0
0.485045,0.356309,0.921592,0.963211,1
0.678906,0.808904,0.842182,0.566525,0
0.936149,0.309215,0.844965,0.157289,1
0.400997,0.680767,0.184894,0.968034,0
0.869162,0.612709,0.230302,0.361059,1
0.736109,0.971988,0.418537,0.554525,0
0.587972,0.190734,0.093814,0.764698,1
0.7875,0.748266,0.20642,0.267001,0
0.582397,0.348396,0.067142,0.701802,1
0.108388,0.781901,0.944981,0.102128,0
0.515839,0.097275,0.686116,0.579343,1
0.884877,0.947044,0.874368,0.80791,0
0.527861,0.312956,0.281587,0.85438,1
0.472907,0.79308,0.115723,0.176424,0
0.428509,0.271343,0.946172,0.262777,1
0.500777,0.812869,0.149934,0.770475,0
0.745515,0.210162,0.764718,0.319879,1
0.252434,0.784887,0.44598,0.737225,0
0.333894,0.202772,0.724334,0.104029,1
0.676533,0.794501,0.961065,0.170655,0
0.602114,0.182823,0.022676,0.054282,1
0.402931,0.682813,0.425261,0.730448,0
0.78269,0.186572,0.360965,0.254751,1
0.788866,0.923486,0.907032,0.128935,0
0.668375,0.514765,0.878819,0.33326,1
0.279713,0.611095,0.136755,0.190664,0
0.712893,0.169158,0.8734,0.759237,1
0.294623,0.847632,0.497799,0.831349,0
0.673825,0.090268,0.658357,0.375966,1
0.643586,0.827557,0.060483,0.982342,0
0.904947,0.372158,0.318945,0.18143,1
0.280155,0.980227,0.764063,0.437666,0
0.869111,0.36169,0.793878,0.569184,1
0.275432,0.699123,0.352949,0.271104,0
0.682662,0.619878,0.624894,0.246863,1
0.053059,0.957546,0.724703,0.285307,0
0.560428,0.123442,0.796933,0.024791,1
0.805424,0.976755,0.468923,0.274284,0
0.448846,0.156999,0.326746,0.239459,1
0.208535,0.213055,0.998631,0.113776,0
0.345361,0.116324,0.198268,0.628161,1
0.873121,0.851011,0.269464,0.891053,0
0.487432,0.327923,0.792437,0.738842,1
0.485198,0.690786,0.568566,0.400151,0
0.942274,0.580924,0.828154,0.999048,1
0.467897,0.704564,0.830912,0.428654,0
0.992118,0.033605,0.671774,0.505089,1
0.199939,0.438064,0.783774,0.463481,0
0.63526,0.067052,0.904287,0.154796,1
0.618832,0.670387,0.060616,0.382778,0
0.447116,0.418985,0.05991,0.227858,1
0.869772,0.910429,0.759279,0.226351,0
0.506479,0.300898,0.241101,0.016139,1
0.565578,0.547758,0.955479,0.398786,0
0.284385,0.074277,0.585982,0.567137,1
0.382043,0.824702,0.110544,0.714945,0
0.132008,0.012794,0.711451,0.958103,1
0.160408,0.672261,0.569313,0.379329,0
0.964674,0.725348,0.05995,0.175749,1
0.372938,0.689099,0.637614,0.689634,0
0.416828,0.089987,0.527656,0.73783,1
0.596966,0.894621,0.186303,0.510586,0
0.960442,0.17526,0.841943,0.700679,1
0.397528,0.67438,0.919688,0.107783,0
0.831552,0.064168,0.694417,0.687355,1
0.264508,0.441553,0.174512,0.572535,0
0.933627,0.695415,0.739321,0.874438,1
0.121101,0.980734,0.115664,0.690214,0
0.930573,0.147978,0.955823,0.002478,1
0.175701,0.987367,0.059905,0.147377,0
0.574588,0.109164,0.258533,0.438035,1
0.621535,0.882902,0.376915,0.53207,0
0.706684,0.386822,0.937045,0.112175,1
0.452199,0.973436,0.334069,0.203717,0
0.950762,0.132665,0.606023,0.270408,1
0.360872,0.81234,0.247698,0.040462,0
0.852216,0.650551,0.867153,0.233639,1
0.377162,0.905645,0.932604,0.173707,0
0.714987,0.258781,0.508329,0.039512,1
0.494909,0.901015,0.734686,0.258859,0
0.668789,0.092957,0.918763,0.605561,1
0.192959,0.634426,0.668599,0.472733,0
0.876562,0.641514,0.953916,0.433628,1
0.624027,0.868142,0.817954,0.951166,0
0.602412,0.383573,0.021919,0.214661,1
0.269662,0.462942,0.105809,0.234892,0
0.708309,0.369578,0.424785,0.628171,1
0.808209,0.989277,0.383623,0.538592,0
0.902881,0.540286,0.655749,0.007888,1
0.148805,0.72253,0.877524,0.320109,0
0.853846,0.254788,0.83744,0.406792,1
0.372924,0.902634,0.345833,0.650082,0
0.98696,0.510465,0.842943,0.755237,1
0.266264,0.439948,0.267749,0.08972,0
0.491432,0.193362,0.69033,0.843927,1
0.430667,0.915401,0.062803,0.230125,0
0.954148,0.629317,0.970353,0.91776,1
0.556895,0.599391,0.057801,0.76753,0
0.757345,0.197151,0.052473,0.653124,1
0.049558,0.188481,0.833882,0.535696,0
0.252437,0.028692,0.557042,0.549982,1
0.252213,0.367424,0.738017,0.329238,0
0.16486,0.067371,0.552261,0.455203,1
0.148658,0.627498,0.158685,0.028505,0
0.975882,0.666122,0.523276,0.552162,1
0.015616,0.065296,0.662347,0.126638,0
0.722317,0.376427,0.903189,0.3856,1
0.423442,0.806902,0.367667,0.723851,0
0.800121,0.494383,0.450401,0.652473,1
0.481616,0.806255,0.753553,0.602615,0
0.878672,0.05597,0.978779,0.602472,1
0.621802,0.698881,0.399188,0.843878,0
0.748741,0.641743,0.459599,0.516405,1
0.060086,0.617234,0.64095,0.914643,0
0.256928,0.024972,0.609543,0.92146,1
0.26097,0.312308,0.661344,0.230131,0
0.696535,0.078824,0.610437,0.595883,1
0.064637,0.757962,0.599626,0.288936,0
0.885443,0.589597,0.057051,0.283419,1
0.630917,0.952221,0.797556,0.391855,0
0.954168,0.476172,0.075998,0.649261,1
0.079582,0.231332,0.026833,0.015453,0
0.796287,0.150405,0.742478,0.603564,1
0.436651,0.524195,0.338498,0.857954,0
0.965279,0.518556,0.637083,0.338783,1
0.363296,0.789328,0.398347,0.639521,0
0.958321,0.496165,0.470644,0.989169,1
0.150009,0.91428,0.980926,0.554383,0
0.38002,0.027318,0.244926,0.154494,1
0.396807,0.662264,0.234303,0.601074,0
0.600806,0.419938,0.429725,0.390158,1
0.324848,0.358857,0.766643,0.660789,0
0.714713,0.291199,0.776901,0.567681,1
0.106293,0.501551,0.605498,0.84337,0
0.660192,0.569887,0.584182,0.136918,1
0.081478,0.753828,0.788986,0.739258,0
0.269717,0.208498,0.348288,0.206934,1
0.165122,0.883457,0.223249,0.163315,0
0.859691,0.06322,0.758031,0.773095,1
0.549122,0.530416,0.059417,0.54566,0
0.699009,0.362271,0.342099,0.399042,1
0.43139,0.518488,0.504144,0.223297,0
0.754757,0.679235,0.60535,0.507311,1
0.088339,0.508894,0.149558,0.272764,0
0.875822,0.24461,0.771079,0.091745,1
0.617339,0.609806,0.043078,0.281641,0
0.633461,0.099554,0.805144,0.784887,1
0.013334,0.66962,0.208466,0.538871,0
0.876122,0.525425,0.380086,0.698274,1
0.98751,0.83646,0.041507,0.119696,0
0.513726,0.046292,0.205401,0.875932,1
0.417008,0.774552,0.894931,0.191344,0
0.881045,0.394768,0.745567,0.770418,1
0.78175,0.93381,0.576892,0.634969,0
0.973186,0.783997,0.589131,0.983083,1
0.012142,0.249079,0.354369,0.026797,0
0.762175,0.020052,0.410256,0.431939,1
0.028106,0.823233,0.151474,0.021402,0
0.561828,0.049716,0.172542,0.28485,1
0.113114,0.428565,0.331681,0.353581,0
0.786159,0.548116,0.76876,0.162346,1
0.29317,0.334853,0.620858,0.029255,0
0.276085,0.181771,0.620878,0.138646,1
0.456824,0.808262,0.589842,0.4904,0
0.985569,0.371184,0.706265,0.525835,1
0.936665,0.967778,0.394621,0.811759,0
0.591631,0.110025,0.032561,0.34843,1
0.086192,0.108895,0.984263,0.428875,0
0.149606,0.143289,0.320602,0.608513,1
0.27334,0.708115,0.301502,0.913299,0
0.942802,0.372612,0.967648,0.39093,1
0.206183,0.892877,0.082613,0.862994,0
0.423263,0.370174,0.987367,0.56703,1
0.494141,0.838161,0.551894,0.766818,0
0.970835,0.399233,0.511092,0.284463,1
0.277103,0.31822,0.790313,0.388051,0
0.625221,0.275397,0.712305,0.386527,1
0.691348,0.99282,0.13852,0.856604,0
0.863719,0.209829,0.660574,0.279659,1
0.962903,0.866796,0.486758,0.682591,0
0.665755,0.236417,0.025286,0.854013,1
0.239337,0.831544,0.550294,0.777417,0
0.63712,0.125005,0.66957,0.119412,1
0.267705,0.992544,0.885081,0.253574,0
0.57555,0.09051,0.411497,0.648725,1
0.52048,0.818712,0.64949,0.569098,0
0.839741,0.667287,0.369517,0.822326,1
0.501412,0.919108,0.138619,0.406098,0
0.551066,0.410071,0.424898,0.725477,1
0.127154,0.385444,0.134728,0.632995,0
0.598772,0.466214,0.437955,0.719749,1
0.170954,0.555299,0.187581,0.147707,0
0.904581,0.351702,0.167635,0.379305,1
0.648763,0.653046,0.754724,0.028461,0
0.453496,0.434734,0.150274,0.878255,1
0.048394,0.579127,0.231354,0.089942,0
0.631281,0.300948,0.675392,0.356576,1
0.251662,0.712371,0.038898,0.093549,0
0.510656,0.053259,0.674223,0.831375,1
0.206664,0.735944,0.654761,0.272789,0
0.520635,0.283184,0.325368,0.720796,1
0.278527,0.835946,0.913049,0.294459,0
0.407283,0.269918,0.446621,0.76983,1
0.007656,0.395333,0.049554,0.558494,0
0.112398,0.06435,0.042488,0.722212,1
0.33013,0.713293,0.821974,0.247597,0
0.51591,0.423093,0.105696,0.368157,1
0.189477,0.367906,0.049842,0.33943,0
0.933611,0.558318,0.458165,0.820222,1
0.503771,0.765215,0.857039,0.761504,0
0.254903,0.04132,0.794304,0.098137,1
0.71261,0.810586,0.160619,0.614878,0
0.385979,0.114278,0.469465,0.517317,1
0.977932,0.926433,0.299882,0.310135,0
0.476542,0.455515,0.246941,0.063571,1
0.262337,0.418116,0.156004,0.172967,0
0.860009,0.573307,0.983232,0.618602,1
0.714445,0.852317,0.715135,0.110524,0
0.819705,0.183034,0.443418,0.425851,1
0.003955,0.171299,0.666789,0.915727,0
0.755826,0.144575,0.224322,0.050464,1
0.392994,0.704508,0.393436,0.940292,0
0.480257,0.289118,0.595308,0.102889,1
0.190173,0.428204,0.781126,0.303905,0
0.934395,0.547269,0.865186,0.133332,1
0.312566,0.333087,0.996735,0.04304,0
0.957363,0.010768,0.369326,0.270454,1
0.134595,0.382656,0.37855,0.974275,0
0.688952,0.358977,0.093301,0.984142,1
0.074635,0.55779,0.013225,0.886523,0
0.936289,0.753195,0.504473,0.186211,1
0.023324,0.974816,0.761477,0.461822,0
0.763333,0.606729,0.284918,0.492159,1
0.734058,0.690617,0.61851,0.463923,0
0.845131,0.317439,0.470892,0.372679,1
0.25455,0.957501,0.808818,0.67239,0
0.937359,0.44969,0.096047,0.263485,1
0.580766,0.777266,0.423508,0.84339,0
0.538875,0.423691,0.44986,0.012343,1
0.420176,0.833103,0.282206,0.068814,0
0.706152,0.018573,0.566186,0.19211,1
0.44572,0.494618,0.944184,0.040027,0
0.514467,0.091069,0.230406,0.281924,1
0.263079,0.809673,0.911916,0.974384,0
0.68668,0.468718,0.876377,0.070863,1
0.304509,0.538211,0.036218,0.07655,0
0.743352,0.37978,0.799343,0.605629,1
0.201097,0.402909,0.032251,0.507084,0
0.537188,0.42766,0.452259,0.599732,1
0.737215,0.802223,0.908801,0.988735,0
0.753892,0.284901,0.910107,0.756863,1
0.614936,0.600403,0.952986,0.103644,0
0.830393,0.720484,0.223154,0.547157,1
0.285288,0.417902,0.345382,0.932118,0
0.49201,0.411605,0.168698,0.214642,1
0.398596,0.999761,0.373652,0.553105,0
0.709839,0.608145,0.953875,0.130145,1
0.301119,0.935425,0.612042,0.012556,0
0.706926,0.644384,0.914622,0.773401,1
0.108073,0.111651,0.779483,0.820951,0
0.881248,0.709931,0.441402,0.7318,1
0.332152,0.729951,0.299019,0.192351,0
0.946223,0.401944,0.762224,0.255254,1
0.352582,0.67239,0.810108,0.413739,0
0.804086,0.311675,0.311976,0.683131,1
0.042742,0.600495,0.218865,0.294371,0
0.304098,0.085183,0.932673,0.986419,1
0.115503,0.89554,0.685283,0.152756,0
0.784659,0.000958,0.526175,0.689345,1
0.674043,0.804692,0.070445,0.535968,0
0.335843,0.030609,0.329231,0.399532,1
0.406592,0.964249,0.93358,0.498427,0
0.920501,0.11671,0.05939,0.987151,1
0.487901,0.843166,0.172164,0.590103,0
0.850819,0.04718,0.477145,0.774237,1
0.539283,0.913063,0.923685,0.679616,0
0.770476,0.557541,0.263292,0.568259,1
0.943395,0.957816,0.65995,0.99263,0
0.421095,0.131986,0.111666,0.539816,1
0.448963,0.933674,0.925396,0.21973,0
0.89363,0.22677,0.443847,0.275069,1
0.611411,0.640849,0.436641,0.937375,0
0.70058,0.149745,0.749235,0.323255,1
0.259834,0.885426,0.129458,0.811001,0
0.825967,0.527095,0.891696,0.024114,1
0.206925,0.603254,0.834951,0.00063,0
0.841885,0.205524,0.622153,0.315831,1
0.577037,0.793596,0.658135,0.574414,0
0.221208,0.067039,0.411215,0.410884,1
0.002016,0.516254,0.678584,0.976832,0
0.808206,0.345145,0.718461,0.9235,1
0.415467,0.531959,0.589785,0.155559,0
0.762806,0.656434,0.86418,0.456789,1
0.116931,0.916953,0.760141,0.038192,0
0.43031,0.341787,0.808485,0.741549,1
0.491606,0.854403,0.035383,0.270353,0
0.68372,0.293042,0.811302,0.372478,1
0.962736,0.853403,0.155796,0.366595,0
0.71206,0.551699,0.365135,0.924253,1
0.002476,0.638289,0.062872,0.725173,0
0.82007,0.316774,0.177515,0.345487,1
0.190624,0.668287,0.530184,0.59944,0
0.733828,0.081516,0.608679,0.418156,1
0.112832,0.77571,0.143365,0.897761,0
0.49683,0.145724,0.238411,0.163213,1
0.414009,0.817574,0.927269,0.191567,0
0.874395,0.388216,0.130809,0.586566,1
0.463746,0.617812,0.977608,0.776436,0
0.805442,0.179449,0.353654,0.689756,1
0.377736,0.728883,0.284182,0.384382,0
0.909753,0.505287,0.257342,0.474367,1
0.621369,0.762096,0.879099,0.116979,0
0.774932,0.640393,0.330244,0.82266,1
0.489338,0.699325,0.34219,0.326939,0
0.541529,0.083828,0.631323,0.05534,1
0.184515,0.788534,0.927022,0.300909,0
0.878236,0.741776,0.108603,0.979832,1
0.15668,0.813351,0.933497,0.133041,0
0.4268,0.182052,0.726077,0.622438,1
0.667888,0.900827,0.857046,0.004015,0
0.575715,0.252205,0.008245,0.197176,1
0.173246,0.538671,0.552663,0.796281,0
0.784496,0.019805,0.650115,0.960025,1
0.334484,0.764208,0.063235,0.702182,0
0.694344,0.117762,0.82163,0.116467,1
0.385471,0.687915,0.41795,0.88801,0
0.165444,0.002619,0.129095,0.525286,1
0.003148,0.581365,0.750638,0.021079,0
0.74964,0.016022,0.884316,0.844605,1
0.211171,0.643252,0.414532,0.622949,0
0.637823,0.274387,0.750332,0.587151,1
0.448857,0.462102,0.193263,0.19218,0
0.943749,0.73775,0.343299,0.123856,1
0.457436,0.883244,0.062734,0.76086,0
0.542576,0.269476,0.026558,0.184977,1
0.520754,0.646164,0.937367,0.393076,0
0.882964,0.227884,0.762611,0.099215,1
0.127693,0.823028,0.59543,0.17478,0
0.928873,0.216739,0.039495,0.429177,1
0.409565,0.806182,0.564163,0.85036,0
0.641061,0.517953,0.809683,0.184383,1
0.873576,0.951597,0.547677,0.91428,0
0.479501,0.413469,0.271493,0.791521,1
0.280982,0.350407,0.802862,0.247086,0
0.202386,0.125503,0.170409,0.506292,1
0.176558,0.558604,0.120581,0.938367,0
0.873183,0.658838,0.017749,0.631632,1
0.557638,0.653671,0.388939,0.046815,0
0.420725,0.094893,0.868707,0.407696,1
0.421179,0.670694,0.022714,0.372227,0
0.670809,0.529282,0.621146,0.861276,1
0.712916,0.85143,0.948223,0.750513,0
0.818582,0.135252,0.437365,0.16787,1
0.69563,0.745878,0.254304,0.852681,0
0.314879,0.007036,0.253537,0.847275,1
0.049773,0.389192,0.804029,0.018288,0
0.906419,0.650407,0.42534,0.51642,1
0.526691,0.672566,0.141125,0.931084,0
0.921957,0.005006,0.594179,0.690431,1
0.107685,0.287345,0.634894,0.334716,0
0.533775,0.368598,0.766499,0.779351,1
0.211887,0.724916,0.16818,0.723697,0
0.554504,0.186672,0.947019,0.686467,1
0.051597,0.970296,0.577484,0.190015,0
0.524654,0.048112,0.060848,0.517434,1
0.134342,0.655567,0.115562,0.521353,0
